"CountryCode","SeriesCode","DESCRIPTION",
"TKM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TKM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TKM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TKM","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"TKM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TLS","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"TLS","SE.XPD.TOTL.GD.ZS","GDP does not include the income from petroleum.",
"TLS","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TLS","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TLS","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TLS","SP.POP.GROW","Data sources : United Nations World Population Prospects",
"TLS","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TON","IT.CEL.SETS.P2","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","IT.MLT.MAIN.P2","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","IT.NET.BBND.P2","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","IT.NET.USER.ZS","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TON","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TON","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TON","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"TON","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TTO","IT.CEL.SETS.P2","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","IT.MLT.MAIN.P2","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","IT.NET.BBND.P2","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","IT.NET.USER.ZS","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TTO","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TTO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TTO","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"TTO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TUN","IT.CEL.SETS.P2","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","IT.MLT.MAIN.P2","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","IT.NET.BBND.P2","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","IT.NET.USER.ZS","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TUN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TUN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TUN","SP.POP.GROW","Data sources : United Nations World Population Prospects",
"TUN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TUR","IT.CEL.SETS.P2","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","IT.MLT.MAIN.P2","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","IT.NET.BBND.P2","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","IT.NET.USER.ZS","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TUR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TUR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TUR","SP.POP.GROW","Data sources : United Nations World Population Prospects",
"TUR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TUV","IT.CEL.SETS.P2","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","IT.MLT.MAIN.P2","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","IT.NET.BBND.P2","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","IT.NET.USER.ZS","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"TUV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TZA","IT.CEL.SETS.P2","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","IT.MLT.MAIN.P2","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","IT.NET.BBND.P2","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","IT.NET.USER.ZS","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","NY.GDP.PCAP.KD","Covers mainland Tanzania only.",
"TZA","NY.GDP.PCAP.PP.KD","Covers mainland Tanzania only.",
"TZA","SP.ADO.TFRT","Including Zanzibar.",
"TZA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TZA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TZA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TZA","SP.POP.0014.TO.ZS","Including Zanzibar.",
"TZA","SP.POP.1564.TO.ZS","Including Zanzibar.",
"TZA","SP.POP.65UP.TO.ZS","Including Zanzibar.",
"TZA","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"TZA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"UGA","IT.CEL.SETS.P2","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","IT.MLT.MAIN.P2","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","IT.NET.BBND.P2","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","IT.NET.USER.ZS","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"UGA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"UGA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"UGA","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"UGA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"UKR","IT.CEL.SETS.P2","State Department of Communications & Information Technology.",
"UKR","IT.MLT.MAIN.P2","State Department of Communications & Information Technology.",
"UKR","IT.NET.BBND.P2","State Department of Communications & Information Technology.",
"UKR","IT.NET.USER.ZS","State Department of Communications & Information Technology.",
"UKR","SP.DYN.LE00.FE.IN","Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects",
"UKR","SP.DYN.LE00.MA.IN","Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects",
"UKR","SP.DYN.TFRT.IN","Data sources : State Statistics Committee of Ukraine",
"UKR","SP.POP.GROW","Data sources: State Statistics Committee of Ukraine, United Nations World Population Prospects, Council of Europe, United Nations Population and Vital Statistics Report",
"UKR","SP.POP.TOTL","Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects, Council of Europe, United Nations Population and Vital Statistics Report",
"URY","IT.CEL.SETS.P2","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","IT.MLT.MAIN.P2","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","IT.NET.BBND.P2","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","IT.NET.USER.ZS","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones.",
"URY","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"URY","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"URY","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"URY","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"URY","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"USA","IT.CEL.SETS.P2","Federal Communications Commission (FCC).",
"USA","IT.MLT.MAIN.P2","Federal Communications Commission (FCC).",
"USA","IT.NET.BBND.P2","Federal Communications Commission (FCC).",
"USA","IT.NET.USER.ZS","Federal Communications Commission (FCC).",
"USA","SP.DYN.LE00.FE.IN","Data sources : National Center for Health Statistics",
"USA","SP.DYN.LE00.MA.IN","Data sources : National Center for Health Statistics",
"USA","SP.DYN.TFRT.IN","Data sources : National Center for Health Statistics",
"USA","SP.POP.GROW","Data sources: U.S. Census Bureau",
"USA","SP.POP.TOTL","Data sources : U.S. Census Bureau",
"UZB","IT.CEL.SETS.P2","Communication and Information Agency of Uzbekistan.",
"UZB","IT.MLT.MAIN.P2","Communication and Information Agency of Uzbekistan.",
"UZB","IT.NET.BBND.P2","Communication and Information Agency of Uzbekistan.",
"UZB","IT.NET.USER.ZS","Communication and Information Agency of Uzbekistan.",
"UZB","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"UZB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"UZB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"UZB","SP.DYN.TFRT.IN","Data sources : State Committee of the Republic of Uzbekistan on Statistics, TransMONEE, United Nations World Population Prospects",
"UZB","SP.POP.GROW","Data sources : State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects",
"UZB","SP.POP.TOTL","Data sources : State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects",
"VCT","IT.CEL.SETS.P2","Cable & Wireless (West Indies) Ltd. (C&W). National Telecommunications Regulatory Comission.",
"VCT","IT.MLT.MAIN.P2","Cable & Wireless (West Indies) Ltd. (C&W). National Telecommunications Regulatory Comission.",
"VCT","IT.NET.BBND.P2","Cable & Wireless (West Indies) Ltd. (C&W). National Telecommunications Regulatory Comission.",
"VCT","IT.NET.USER.ZS","Cable & Wireless (West Indies) Ltd. (C&W). National Telecommunications Regulatory Comission.",
"VCT","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"VCT","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"VCT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"VCT","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"VCT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"VEN","IT.CEL.SETS.P2","Comisión Nacional de Telecomunicaciones (CONATEL).",
"VEN","IT.MLT.MAIN.P2","Comisión Nacional de Telecomunicaciones (CONATEL).",
"VEN","IT.NET.BBND.P2","Comisión Nacional de Telecomunicaciones (CONATEL).",
"VEN","IT.NET.USER.ZS","Comisión Nacional de Telecomunicaciones (CONATEL).",
"VEN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"VEN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"VEN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"VEN","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"VEN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"VGB","SP.POP.GROW","Data sources : United Nations World Population Prospects",
"VGB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"VIR","IT.CEL.SETS.P2","Virgin Islands Telephone Corporation (Vitelco).",
"VIR","IT.MLT.MAIN.P2","Virgin Islands Telephone Corporation (Vitelco).",
"VIR","IT.NET.BBND.P2","Virgin Islands Telephone Corporation (Vitelco).",
"VIR","IT.NET.USER.ZS","Virgin Islands Telephone Corporation (Vitelco).",
"VIR","SP.DYN.LE00.FE.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"VIR","SP.DYN.LE00.MA.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"VIR","SP.DYN.TFRT.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"VIR","SP.POP.GROW","Data sources: U.S. Census Bureau, United Nations Population and Vital Statistics Report",
"VIR","SP.POP.TOTL","Data sources : U.S. Census Bureau, United Nations Population and Vital Statistics Report",
"VNM","IT.CEL.SETS.P2","Vietnam Post & Telecommunications Corp. (VNPT). From 2004. Ministry of Posts and Telematics (MPT).",
"VNM","IT.MLT.MAIN.P2","Vietnam Post & Telecommunications Corp. (VNPT). From 2004. Ministry of Posts and Telematics (MPT).",
"VNM","IT.NET.BBND.P2","Vietnam Post & Telecommunications Corp. (VNPT). From 2004. Ministry of Posts and Telematics (MPT).",
"VNM","IT.NET.USER.ZS","Vietnam Post & Telecommunications Corp. (VNPT). From 2004. Ministry of Posts and Telematics (MPT).",
"VNM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"VNM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"VNM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"VNM","SP.POP.GROW","Data sources : United Nations World Population Prospects",
"VNM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"VUT","IT.CEL.SETS.P2","Telecom Vanuatu Limited. Office of the Vanuatu Telecom Regulator.",
"VUT","IT.MLT.MAIN.P2","Telecom Vanuatu Limited. Office of the Vanuatu Telecom Regulator.",
"VUT","IT.NET.BBND.P2","Telecom Vanuatu Limited. Office of the Vanuatu Telecom Regulator.",
"VUT","IT.NET.USER.ZS","Telecom Vanuatu Limited. Office of the Vanuatu Telecom Regulator.",
"VUT","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"VUT","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"VUT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"VUT","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"VUT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"WSM","IT.CEL.SETS.P2","Samoa Communications Ltd.. Ministry of Communications and Information Technology.",
"WSM","IT.MLT.MAIN.P2","Samoa Communications Ltd.. Ministry of Communications and Information Technology.",
"WSM","IT.NET.BBND.P2","Samoa Communications Ltd.. Ministry of Communications and Information Technology.",
"WSM","IT.NET.USER.ZS","Samoa Communications Ltd.. Ministry of Communications and Information Technology.",
"WSM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
